XYZ-ME;symbol;hemisphere;seg_id;optic_lobe_id;dorso-ventral
201940.0,73608.0,3703.0;Tm9;R;720575940617188923;R526;V
202936.0,52713.0,4611.0;Tm9;R;720575940630702188;R527;D
201094.0,88534.0,4795.0;Tm9;R;720575940633825505;R528;V
206222.0,55781.0,4960.0;Tm9;R;720575940617507001;R529;D
194345.0,94235.0,4901.0;Tm9;R;720575940631087311;R530;V
202518.0,87336.0,5237.0;Tm9;R;720575940612911283;R531;V
206826.0,74630.0,4459.0;Tm9;R;720575940648050553;R532;V
207525.0,72041.0,4689.0;Tm9;R;720575940630537078;R533;D
198953.0,91475.0,5028.0;Tm9;R;720575940616417653;R534;V
203771.0,58347.0,4349.0;Tm9;R;720575940635525215;R535;D
202088.0,49659.0,4670.0;Tm9;R;720575940623573292;R536;D
207580.0,71288.0,4712.0;Tm9;R;720575940617854420;R537;D
203841.0,53130.0,4723.0;Tm9;R;720575940620425808;R538;D
204372.0,51761.0,4986.0;Tm9;R;720575940630497986;R539;D
207582.0,57003.0,5296.0;Tm9;R;720575940625950245;R540;D
204026.0,57405.0,4359.0;Tm9;R;720575940617414585;R541;D
208293.0,63413.0,4900.0;Tm9;R;720575940625679596;R542;D
200922.0,52876.0,4260.0;Tm9;R;720575940632532536;R543;D
208634.0,65622.0,5542.0;Tm9;R;720575940625298064;R544;D
201990, 47596, 5317;Tm9;R;720575940646766883;R545;D
206118.0,81472.0,4922.0;Tm9;R;720575940624427498;R546;V
199766.0,45816.0,4983.0;Tm9;R;720575940623115213;R547;D
201091.0,47044.0,4938.0;Tm9;R;720575940621952392;R548;D
200826.0,89076.0,5169.0;Tm9;R;720575940620470187;R549;V
205408.0,53180.0,5087.0;Tm9;R;720575940622028528;R550;D
200465.0,89557.0,4841.0;Tm9;R;720575940623320873;R551;V
207723.0,58333.0,5449.0;Tm9;R;720575940633908194;R552;D
198243.0,81110.0,3569.0;Tm9;R;720575940610477688;R553;V
206252.0,53635.0,5335.0;Tm9;R;720575940623045512;R554;D
206892.0,57067.0,5549.0;Tm9;R;720575940625744944;R555;D
207617.0,57832.0,5550.0;Tm9;R;720575940623720842;R556;D
207270.0,68971.0,4420.0;Tm9;R;720575940638409700;R557;D
208221.0,61380.0,4953.0;Tm9;R;720575940608543580;R558;D
208048.0,76587.0,4964.0;Tm9;R;720575940625762708;R559;V
204232.0,62998.0,4213.0;Tm9;R;720575940624348100;R560;D
188150.0,97300.0,4746.0;Tm9;R;720575940634593436;R561;V
192857.0,95078.0,4876.0;Tm9;R;720575940612546766;R562;V
191314.0,95386.0,4609.0;Tm9;R;720575940627787780;R563;V
190462.0,95393.0,4380.0;Tm9;R;720575940635394972;R564;V
206612.0,71396.0,4418.0;Tm9;R;720575940636669582;R565;D
206676.0,80340.0,4794.0;Tm9;R;720575940623803114;R566;V
205690.0,70050.0,4197.0;Tm9;R;720575940633538771;R567;D
199716.0,47344.0,4622.0;Tm9;R;720575940621776664;R568;D
205111.0,61784.0,4354.0;Tm9;R;720575940620083280;R569;D
205426.0,54437.0,4960.0;Tm9;R;720575940617251387;R570;D
206850.0,57542.0,4928.0;Tm9;R;720575940618170653;R571;D
207954.0,60094.0,5432.0;Tm9;R;720575940630386679;R572;D
206511.0,63095.0,4598.0;Tm9;R;720575940632645401;R573;D
206621.0,58833.0,4782.0;Tm9;R;720575940627513105;R574;D
205036, 53138, 5588;Tm9;R;720575940610760312;R575;D
209136.0,65071.0,4986.0;Tm9;R;720575940617618971;R576;D
198446.0,49482.0,4370.0;Tm9;R;720575940614704290;R577;D
201108.0,72746.0,3648.0;Tm9;R;720575940617634772;R578;V
204147.0,50636.0,5244.0;Tm9;R;720575940623176233;R579;D
204566.0,51272.0,5058.0;Tm9;R;720575940629612158;R580;D
196505.0,91531.0,4392.0;Tm9;R;720575940605191340;R581;V
188167.0,96750.0,4477.0;Tm9;R;720575940626710799;R582;V
206572.0,56826.0,4977.0;Tm9;R;720575940630862799;R583;D
204617.0,55155.0,4663.0;Tm9;R;720575940635034719;R584;D
203184.0,54436.0,4457.0;Tm9;R;720575940614703522;R585;D
190148.0,92975.0,3971.0;Tm9;R;720575940624548332;R586;V
193768.0,92624.0,4268.0;Tm9;R;720575940619831499;R587;V
206550.0,67627.0,4174.0;Tm9;R;720575940626923070;R588;D
207358.0,60314.0,4784.0;Tm9;R;720575940626036922;R589;D
201861.0,54672.0,4284.0;Tm9;R;720575940632870701;R590;D
190592.0,96399.0,4945.0;Tm9;R;720575940624794888;R591;V
198847.0,91066.0,4864.0;Tm9;R;720575940630818422;R592;V
192788.0,95068.0,4745.0;Tm9;R;720575940619677166;R593;V
207833.0,65477.0,4616.0;Tm9;R;720575940624161975;R594;D
206089.0,61186.0,4481.0;Tm9;R;720575940624240580;R595;D
205736.0,66977.0,4228.0;Tm9;R;720575940622899745;R596;D
198175.0,47222.0,4404.0;Tm9;R;720575940625797936;R597;D
200711, 45631, 5182;Tm9;R;720575940605776672;R598;D
205014.0,56220.0,4652.0;Tm9;R;720575940616025542;R599;D
207047.0,55668.0,5242.0;Tm9;R;720575940618549061;R600;D
198993.0,52317.0,4095.0;Tm9;R;720575940623442824;R601;D
207850.0,59065.0,5009.0;Tm9;R;720575940627990020;R602;D
200204.0,50401.0,4397.0;Tm9;R;720575940623897066;R603;D
209616.0,65373.0,5178.0;Tm9;R;720575940619989383;R604;D
199820.0,46388.0,4817.0;Tm9;R;720575940621054324;R605;D
202310.0,53723.0,4417.0;Tm9;R;720575940640252800;R606;D
205220.0,78243.0,4387.0;Tm9;R;720575940639766606;R607;V
205954.0,56522.0,4839.0;Tm9;R;720575940628445425;R608;D
200270.0,89858.0,5084.0;Tm9;R;720575940615234015;R609;V
197146.0,87924.0,4125.0;Tm9;R;720575940632565075;R610;V
196691.0,82075.0,3572.0;Tm9;R;720575940626471196;R611;V
208695.0,60019.0,5103.0;Tm9;R;720575940612125914;R612;D
206230.0,55242.0,5445.0;Tm9;R;720575940605922993;R613;D
206235.0,54812.0,5508.0;Tm9;R;720575940628437736;R614;D
203704.0,79534.0,4247.0;Tm9;R;720575940626344510;R615;V
208856.0,65888.0,4860.0;Tm9;R;720575940627658259;R616;D
199622.0,79726.0,3682.0;Tm9;R;720575940635000767;R617;V
196741.0,91341.0,5260.0;Tm9;R;720575940607251292;R618;V
203071.0,68966.0,3883.0;Tm9;R;720575940633243949;R619;D
208756.0,76270.0,5103.0;Tm9;R;720575940623069208;R620;V
193982.0,88965.0,3937.0;Tm9;R;720575940617931604;R621;V
200799.0,76336.0,3626.0;Tm9;R;720575940616487099;R622;V
196567.0,80576.0,3462.0;Tm9;R;720575940609936139;R623;V
204140.0,54091.0,4692.0;Tm9;R;720575940609274563;R624;D
194482.0,87984.0,3746.0;Tm9;R;720575940622773375;R625;V
193847.0,91414.0,3993.0;Tm9;R;720575940605783584;R626;V
201778.0,85174.0,4357.0;Tm9;R;720575940625142525;R627;V
200078.0,85256.0,4225.0;Tm9;R;720575940608683017;R628;V
207914.0,59839.0,5567.0;Tm9;R;720575940617040245;R629;D
205734.0,53792.0,5450.0;Tm9;R;720575940621678463;R630;D
207126.0,61228.0,4707.0;Tm9;R;720575940623245053;R631;D
206720.0,81311.0,5090.0;Tm9;R;720575940616958347;R632;V
190586.0,91676.0,3913.0;Tm9;R;720575940617195579;R633;V
208206.0,64490.0,5338.0;Tm9;R;720575940625477507;R634;D
203156.0,83338.0,4403.0;Tm9;R;720575940620974171;R635;V
204508.0,75101.0,4203.0;Tm9;R;720575940625520442;R636;V
197348.0,89702.0,4187.0;Tm9;R;720575940645130775;R637;V
201180.0,86298.0,4389.0;Tm9;R;720575940623588109;R638;V
208497.0,72509.0,5292.0;Tm9;R;720575940623472068;R639;D
191964.0,92492.0,4163.0;Tm9;R;720575940644891927;R640;V
198933.0,87582.0,4274.0;Tm9;R;720575940627437327;R641;V
205585.0,65726.0,4330.0;Tm9;R;720575940614972839;R642;D
202544.0,79963.0,4144.0;Tm9;R;720575940638314330;R643;V
198185.0,88939.0,4313.0;Tm9;R;720575940632920621;R644;V
204640.0,83699.0,4787.0;Tm9;R;720575940618294557;R645;V
199098.0,76100.0,3493.0;Tm9;R;720575940638249791;R646;V
192399.0,90758.0,3881.0;Tm9;R;720575940612881381;R647;V
199504.0,82365.0,3684.0;Tm9;R;720575940635266411;R648;V
205630.0,63774.0,4340.0;Tm9;R;720575940621336173;R649;D
197249.0,90177.0,5349.0;Tm9;R;720575940613268915;R650;V
207298.0,76844.0,5405.0;Tm9;R;720575940609255875;R651;V
195128.0,92998.0,5231.0;Tm9;R;720575940631616975;R652;V
206130.0,79628.0,5430.0;Tm9;R;720575940629591930;R653;V
207776.0,70599.0,5562.0;Tm9;R;720575940634829463;R654;D
198957.0,91006.0,5225.0;Tm9;R;720575940612198835;R655;V
202301.0,76923.0,3924.0;Tm9;R;720575940643866528;R656;V
203849.0,77748.0,4125.0;Tm9;R;720575940638584372;R657;V
198026.0,78338.0,3429.0;Tm9;R;720575940632411410;R658;V
198862.0,83406.0,3755.0;Tm9;R;720575940629904939;R659;V
199030.0,85124.0,4008.0;Tm9;R;720575940626098725;R660;V
207666.0,79064.0,5190.0;Tm9;R;720575940641389275;R661;V
201480.0,69194.0,3555.0;Tm9;R;720575940611600298;R662;D
188676.0,92952.0,3988.0;Tm9;R;720575940624154355;R663;V
205242.0,59576.0,4361.0;Tm9;R;720575940614168291;R664;D
197716.0,84900.0,3738.0;Tm9;R;720575940620413376;R665;V
201932.0,75294.0,3759.0;Tm9;R;720575940613140442;R666;V
202355.0,87018.0,4788.0;Tm9;R;720575940618377029;R667;V
188821.0,94005.0,4128.0;Tm9;R;720575940635672500;R668;V
204632.0,84646.0,5031.0;Tm9;R;720575940622030106;R669;V
201686.0,87946.0,4490.0;Tm9;R;720575940628133864;R670;V
195961, 86765, 3737;Tm9;R;720575940634615959;R671;V
200342.0,81659.0,3850.0;Tm9;R;720575940612989297;R672;V
204272.0,83839.0,5408.0;Tm9;R;720575940637127053;R673;V
208588.0,64033.0,5463.0;Tm9;R;720575940617614809;R674;D
195436.0,94218.0,4901.0;Tm9;R;720575940612048753;R675;V
202775.0,68204.0,3849.0;Tm9;R;720575940615329602;R676;D
205524.0,74497.0,4320.0;Tm9;R;720575940607121794;R677;V
192169.0,91556.0,4039.0;Tm9;R;720575940631817539;R678;V
200328.0,83070.0,3983.0;Tm9;R;720575940622388458;R679;V
202690.0,71473.0,3682.0;Tm9;R;720575940639565475;R680;D
208438.0,77698.0,4972.0;Tm9;R;720575940622223273;R681;V
194586.0,94074.0,5077.0;Tm9;R;720575940626001296;R682;V
199570.0,89544.0,5352.0;Tm9;R;720575940626039315;R683;V
198098.0,79986.0,3542.0;Tm9;R;720575940615440543;R684;V
190382.0,93909.0,4069.0;Tm9;R;720575940635068441;R685;V
197678.0,85716.0,3932.0;Tm9;R;720575940602880736;R686;V
201440.0,87488.0,5445.0;Tm9;R;720575940612861462;R687;V
208355.0,69244.0,5605.0;Tm9;R;720575940620517312;R688;D
189412.0,43538.0,4101.0;Tm9;R;720575940615223199;R689;D
193664.0,87992.0,4337.0;Tm9;R;720575940627331514;R690;V
204691.0,52034.0,5336.0;Tm9;R;720575940620627538;R691;D
196989.0,61451.0,3374.0;Tm9;R;720575940626434348;R692;D
208939.0,72250.0,5124.0;Tm9;R;720575940631049291;R693;D
194531.0,86865.0,3698.0;Tm9;R;720575940647336068;R694;V
203102.0,55744.0,4371.0;Tm9;R;720575940633455052;R695;D
180784.0,96416.0,4089.0;Tm9;R;720575940628270217;R696;V
207715.0,68576.0,4593.0;Tm9;R;720575940624344516;R697;D
206307.0,59842.0,4666.0;Tm9;R;720575940622001833;R698;D
196447.0,91556.0,5366.0;Tm9;R;720575940622687751;R699;V
202699.0,72970.0,3875.0;Tm9;R;720575940618883032;R700;V
186278.0,98607.0,4498.0;Tm9;R;720575940622926853;R701;V
193544.0,64810.0,2915.0;Tm9;R;720575940613618216;R702;D
201986.0,48393.0,5056.0;Tm9;R;720575940634666847;R703;D
207566.0,73813.0,5587.0;Tm9;R;720575940617322101;R704;D
209394.0,70072.0,5081.0;Tm9;R;720575940642562267;R705;D
207905.0,57778.0,5203.0;Tm9;R;720575940627175671;R706;D
208167.0,70152.0,5513.0;Tm9;R;720575940635061695;R707;D
205108.0,81218.0,5539.0;Tm9;R;720575940630462684;R708;V
202258, 48198, 5424;Tm9;R;720575940635388607;R709;D
202287.0,85955.0,5466.0;Tm9;R;720575940637504653;R710;V
206680.0,77896.0,5528.0;Tm9;R;720575940639898420;R711;V
184734.0,88934.0,3280.0;Tm9;R;720575940630982711;R712;V
192665.0,45342.0,3957.0;Tm9;R;720575940626245676;R713;D
204377.0,83265.0,5541.0;Tm9;R;720575940629639674;R714;V
207540.0,74257.0,5406.0;Tm9;R;720575940617488541;R715;D
188122.0,97052.0,4865.0;Tm9;R;720575940614473011;R716;V
176328.0,87760.0,2930.0;Tm9;R;720575940612568549;R717;V
203095, 49093, 5361;Tm9;R;720575940620597586;R718;D
206756.0,79958.0,4956.0;Tm9;R;720575940608690443;R719;V
209216.0,62700.0,5202.0;Tm9;R;720575940622440150;R720;D
197119.0,44590.0,4713.0;Tm9;R;720575940620814356;R721;D
196682.0,45399.0,4506.0;Tm9;R;720575940626242348;R722;D
192462.0,49237.0,3604.0;Tm9;R;720575940626884652;R723;D
205246.0,81230.0,5435.0;Tm9;R;720575940617452774;R724;V
185026.0,96421.0,4240.0;Tm9;R;720575940615680874;R725;V
182354.0,66457.0,2530.0;Tm9;R;720575940612645234;R726;D
205699.0,57850.0,4581.0;Tm9;R;720575940629010947;R727;D
190749.0,95812.0,4786.0;Tm9;R;720575940629799362;R728;V
187229.0,43366.0,3941.0;Tm9;R;720575940633682574;R729;D
192304.0,40917.0,4584.0;Tm9;R;720575940624614704;R730;D
199956.0,88685.0,5427.0;Tm9;R;720575940621429620;R731;V
208651.0,66639.0,5458.0;Tm9;R;720575940621218324;R732;D
191416.0,82988.0,3313.0;Tm9;R;720575940617451409;R733;V
207207.0,75889.0,5550.0;Tm9;R;720575940606095550;R734;V
200781.0,48296.0,4717.0;Tm9;R;720575940629892663;R735;D
204426.0,67258.0,4097.0;Tm9;R;720575940618614969;R736;D
189346.0,46885.0,3705.0;Tm9;R;720575940618034747;R737;D
206308.0,64820.0,4291.0;Tm9;R;720575940629624817;R738;D
203352.0,65173.0,3979.0;Tm9;R;720575940639232575;R739;D
202486.0,64531.0,3851.0;Tm9;R;720575940624401546;R740;D
200206.0,61067.0,3639.0;Tm9;R;720575940646534254;R741;D
198513.0,56314.0,3719.0;Tm9;R;720575940617293451;R742;D
201849.0,65892.0,3803.0;Tm9;R;720575940617141004;R743;D
202603.0,63197.0,3733.0;Tm9;R;720575940627175012;R744;D
208852.0,64628.0,4757.0;Tm9;R;720575940636902767;R745;D
199889.0,57676.0,3810.0;Tm9;R;720575940627291578;R746;D
209864.0,70658.0,4565.0;Tm9;R;720575940609958411;R747;D
177141.0,78601.0,2572.0;Tm9;R;720575940618837332;R748;V
206498.0,61804.0,4566.0;Tm9;R;720575940613338341;R749;D
207490.0,70260.0,5466.0;Tm9;R;720575940635847578;R750;D
209541.0,68706.0,5261.0;Tm9;R;720575940635495264;R751;D
203948.0,63772.0,4073.0;Tm9;R;720575940613052330;R752;D
195440.0,47834.0,4043.0;Tm9;R;720575940612259221;R753;D
209080.0,68578.0,4957.0;Tm9;R;720575940632147407;R754;D
199743, 58978, 3704;Tm9;R;720575940631182592;R755;D
183589.0,54129.0,2882.0;Tm9;R;720575940633050303;R756;D
202184, 49098, 5474;Tm9;R;720575940616812315;R757;D
207059.0,66986.0,4424.0;Tm9;R;720575940612052578;R758;D
205370.0,68580.0,4174.0;Tm9;R;720575940624394634;R759;D
209045.0,69892.0,4878.0;Tm9;R;720575940614575341;R760;D
209425.0,67817.0,4920.0;Tm9;R;720575940630755706;R761;D
200942.0,62152.0,3685.0;Tm9;R;720575940623610492;R762;D
202779.0,62298.0,4000.0;Tm9;R;720575940644842656;R763;D
203351.0,50963.0,4752.0;Tm9;R;720575940621167495;R764;D
209706.0,66166.0,5096.0;Tm9;R;720575940622273206;R765;D
208506.0,62234.0,5364.0;Tm9;R;720575940618836737;R766;D
186088.0,97708.0,4684.0;Tm9;R;720575940627437443;R767;V
204664, 51505, 5546;Tm9;R;720575940631341100;R768;D
208751.0,67556.0,5112.0;Tm9;R;720575940628746664;R769;D
184693.0,97564.0,4614.0;Tm9;R;720575940638219120;R770;V
208498.0,67219.0,4732.0;Tm9;R;720575940619127124;R771;D
207494.0,71591.0,5450.0;Tm9;R;720575940638124265;R772;D
193400.0,93871.0,5223.0;Tm9;R;720575940634654945;R773;V
207070.0,70683.0,4462.0;Tm9;R;720575940632399119;R774;D
207069.0,64716.0,4511.0;Tm9;R;720575940619126868;R775;D
;Tm9;R;720575940614403043;R776;D
207530.0,62437.0,4707.0;Tm9;R;720575940618919837;R777;D
203168.0,59249.0,4187.0;Tm9;R;720575940619127892;R778;D
201178.0,59658.0,3840.0;Tm9;R;720575940610279893;R779;D
200969.0,66360.0,3604.0;Tm9;R;720575940615083048;R780;D
199537, 45036, 5238;Tm9;R;720575940629702699;R781;D
180254.0,95176.0,4515.0;Tm9;R;720575940618266683;R782;V
183491.0,96926.0,4288.0;Tm9;R;720575940616973836;R783;V
208952.0,68092.0,4807.0;Tm9;R;720575940615231697;R784;D
;Tm9;R;720575940619128148;R785;D
208141.0,68571.0,5458.0;Tm9;R;720575940627221239;R786;D
201858.0,61143.0,3887.0;Tm9;R;720575940618266683;R787;D
201848.0,57654.0,4089.0;Tm9;R;720575940628837909;R788;D
201525.0,59005.0,4046.0;Tm9;R;720575940623214583;R789;D
209672.0,63472.0,5559.0;Tm9;R;720575940629697502;R790;D
